initial_board,h0_success,h0_moves,h0_search_count,h1_success,h1_moves,h1_search_count,h2_success,h2_moves,h2_search_count,ids_success,ids_moves,ids_search_count
"(1, 2, 5, 6, 3, 7, 8, 4, 0)",TRUE,22,59165,TRUE,22,6121,TRUE,22,1026,TRUE,22,649552
"(7, 3, 8, 6, 4, 2, 1, 5, 0)",TRUE,22,66750,TRUE,22,4859,TRUE,22,684,TRUE,22,521989
"(0, 4, 2, 7, 3, 8, 6, 1, 5)",TRUE,22,62598,TRUE,22,5948,TRUE,22,1056,TRUE,22,697202
"(6, 2, 3, 4, 0, 1, 5, 7, 8)",TRUE,22,65319,TRUE,22,9987,TRUE,22,1703,TRUE,22,1016599
"(5, 7, 1, 4, 2, 8, 6, 3, 0)",TRUE,22,71303,TRUE,22,6009,TRUE,22,759,TRUE,22,844751
"(0, 2, 5, 7, 6, 3, 8, 1, 4)",TRUE,22,68947,TRUE,22,6409,TRUE,22,824,TRUE,22,690026
"(1, 8, 4, 3, 0, 5, 7, 2, 6)",TRUE,22,73464,TRUE,22,9780,TRUE,22,1773,TRUE,22,843456
"(6, 4, 0, 2, 3, 1, 7, 8, 5)",TRUE,22,59481,TRUE,22,6533,TRUE,22,979,TRUE,22,591153
"(6, 2, 4, 1, 3, 5, 7, 8, 0)",TRUE,22,65548,TRUE,22,6348,TRUE,22,1162,TRUE,22,601152
"(0, 4, 3, 8, 2, 7, 1, 5, 6)",TRUE,22,56712,TRUE,22,6622,TRUE,22,1167,TRUE,22,555425
"(3, 1, 5, 2, 4, 8, 0, 6, 7)",TRUE,22,67671,TRUE,22,6866,TRUE,22,1401,TRUE,22,621396
"(6, 7, 5, 4, 1, 3, 2, 8, 0)",TRUE,22,70398,TRUE,22,5753,TRUE,22,1023,TRUE,22,732536
"(0, 8, 2, 4, 3, 1, 5, 7, 6)",TRUE,22,60621,TRUE,22,6128,TRUE,22,1975,TRUE,22,544691
"(5, 3, 2, 8, 7, 1, 0, 4, 6)",TRUE,22,57066,TRUE,22,6024,TRUE,22,2008,TRUE,22,611336
"(8, 1, 5, 7, 4, 6, 0, 2, 3)",TRUE,22,58383,TRUE,22,5897,TRUE,22,1425,TRUE,22,625543
"(7, 5, 1, 4, 2, 3, 0, 6, 8)",TRUE,22,67817,TRUE,22,6463,TRUE,22,2228,TRUE,22,601023
"(6, 4, 8, 3, 7, 1, 2, 5, 0)",TRUE,22,69446,TRUE,22,6066,TRUE,22,124,TRUE,22,722441
"(6, 3, 7, 2, 8, 4, 1, 5, 0)",TRUE,22,58154,TRUE,22,5453,TRUE,22,644,TRUE,22,540774
"(3, 5, 8, 4, 6, 1, 2, 7, 0)",TRUE,22,68941,TRUE,22,6262,TRUE,22,746,TRUE,22,539585
"(8, 6, 3, 4, 0, 5, 7, 1, 2)",TRUE,22,77400,TRUE,22,7256,TRUE,22,1081,TRUE,22,759192
"(2, 6, 0, 3, 7, 8, 4, 5, 1)",TRUE,22,65290,TRUE,22,5430,TRUE,22,1139,TRUE,22,524230
"(7, 1, 8, 3, 0, 2, 4, 5, 6)",TRUE,22,72850,TRUE,22,9150,TRUE,22,1976,TRUE,22,953825
"(0, 6, 3, 4, 7, 5, 1, 2, 8)",TRUE,22,65839,TRUE,22,6211,TRUE,22,1566,TRUE,22,509129
"(7, 1, 0, 8, 2, 5, 3, 6, 4)",TRUE,22,55879,TRUE,22,5927,TRUE,22,576,TRUE,22,535728
"(2, 3, 4, 8, 1, 6, 5, 7, 0)",TRUE,22,66769,TRUE,22,7938,TRUE,22,1598,TRUE,22,516545
"(4, 7, 0, 2, 5, 3, 1, 6, 8)",TRUE,22,62651,TRUE,22,6527,TRUE,22,1892,TRUE,22,578370
"(8, 3, 2, 1, 0, 4, 7, 5, 6)",TRUE,22,69759,TRUE,22,7141,TRUE,22,1545,TRUE,22,676939
"(7, 2, 4, 5, 8, 1, 0, 3, 6)",TRUE,22,56431,TRUE,22,5644,TRUE,22,1163,TRUE,22,586522
"(1, 3, 2, 6, 8, 7, 4, 5, 0)",TRUE,22,63281,TRUE,22,6934,TRUE,22,1502,TRUE,22,624963
"(0, 1, 2, 3, 7, 6, 8, 5, 4)",TRUE,22,59422,TRUE,22,6387,TRUE,22,1020,TRUE,22,597463
"(5, 2, 1, 4, 3, 8, 0, 6, 7)",TRUE,22,66645,TRUE,22,5892,TRUE,22,1402,TRUE,22,591290
"(0, 1, 2, 6, 7, 5, 8, 3, 4)",TRUE,22,69206,TRUE,22,7913,TRUE,22,807,TRUE,22,710826
"(2, 6, 7, 5, 0, 4, 1, 3, 8)",TRUE,22,63651,TRUE,22,6380,TRUE,22,899,TRUE,22,842201
"(6, 5, 4, 0, 1, 2, 3, 7, 8)",TRUE,23,90920,TRUE,23,11330,TRUE,23,1636,TRUE,23,1352237
"(6, 1, 5, 7, 8, 0, 3, 4, 2)",TRUE,23,97230,TRUE,23,10784,TRUE,23,752,TRUE,23,1657115
"(2, 6, 4, 0, 1, 7, 8, 5, 3)",TRUE,23,87412,TRUE,23,10839,TRUE,23,1937,TRUE,23,1407410
"(2, 7, 8, 1, 5, 3, 6, 0, 4)",TRUE,23,91028,TRUE,23,10643,TRUE,23,849,TRUE,23,1031414
"(4, 2, 7, 0, 6, 5, 1, 8, 3)",TRUE,23,96900,TRUE,23,13046,TRUE,23,2096,TRUE,23,1196257
"(8, 4, 3, 0, 7, 6, 1, 5, 2)",TRUE,23,97876,TRUE,23,11580,TRUE,23,3085,TRUE,23,1209938
"(2, 0, 8, 3, 6, 1, 7, 5, 4)",TRUE,23,88135,TRUE,23,11293,TRUE,23,1277,TRUE,23,1243824
"(2, 0, 8, 3, 5, 7, 1, 6, 4)",TRUE,23,80888,TRUE,23,10881,TRUE,23,990,TRUE,23,1059022
"(3, 1, 7, 4, 8, 2, 5, 0, 6)",TRUE,23,87201,TRUE,23,9205,TRUE,23,1793,TRUE,23,1020606
"(2, 6, 5, 3, 7, 0, 4, 1, 8)",TRUE,23,82764,TRUE,23,12571,TRUE,23,3356,TRUE,23,1241352
"(8, 7, 1, 4, 5, 0, 6, 3, 2)",TRUE,23,81112,TRUE,23,10615,TRUE,23,364,TRUE,23,1178267
"(3, 4, 7, 0, 1, 5, 2, 8, 6)",TRUE,23,90553,TRUE,23,11932,TRUE,23,1031,TRUE,23,1196644
"(2, 7, 8, 1, 4, 0, 6, 3, 5)",TRUE,23,91738,TRUE,23,11331,TRUE,23,534,TRUE,23,1181748
"(3, 7, 1, 2, 5, 6, 8, 0, 4)",TRUE,23,93328,TRUE,23,11892,TRUE,23,2095,TRUE,23,1555794
"(3, 1, 2, 0, 5, 7, 6, 4, 8)",TRUE,23,88355,TRUE,23,12342,TRUE,23,1609,TRUE,23,1062677
"(3, 0, 8, 2, 7, 5, 6, 4, 1)",TRUE,23,95069,TRUE,23,10429,TRUE,23,655,TRUE,23,1464520
"(6, 0, 1, 4, 3, 2, 8, 5, 7)",TRUE,23,91382,TRUE,23,11207,TRUE,23,1578,TRUE,23,1357725
"(1, 8, 3, 5, 2, 7, 6, 0, 4)",TRUE,23,83809,TRUE,23,11026,TRUE,23,1504,TRUE,23,1011462
"(7, 0, 2, 1, 3, 8, 5, 6, 4)",TRUE,23,85948,TRUE,23,11254,TRUE,23,1398,TRUE,23,1072352
"(4, 2, 7, 1, 6, 0, 8, 3, 5)",TRUE,23,96039,TRUE,23,12860,TRUE,23,2755,TRUE,23,1196257
"(8, 0, 1, 4, 3, 5, 6, 2, 7)",TRUE,23,81654,TRUE,23,11507,TRUE,23,1325,TRUE,23,1396399
"(7, 0, 8, 3, 6, 2, 4, 1, 5)",TRUE,23,96587,TRUE,23,11365,TRUE,23,1201,TRUE,23,1241654
"(6, 0, 1, 4, 8, 3, 5, 7, 2)",TRUE,23,81522,TRUE,23,11131,TRUE,23,1858,TRUE,23,1358307
"(8, 0, 4, 3, 7, 5, 2, 6, 1)",TRUE,23,95653,TRUE,23,10430,TRUE,23,322,TRUE,23,1538922
"(0, 6, 8, 1, 5, 7, 3, 2, 4)",TRUE,24,108641,TRUE,24,12339,TRUE,24,660,TRUE,24,1560499
"(5, 8, 0, 2, 4, 6, 7, 3, 1)",TRUE,24,106403,TRUE,24,13295,TRUE,24,2251,TRUE,24,2173113
"(1, 7, 4, 3, 8, 6, 5, 2, 0)",TRUE,24,100654,TRUE,24,14541,TRUE,24,2374,TRUE,24,2046877
"(5, 7, 3, 2, 1, 4, 0, 6, 8)",TRUE,24,105152,TRUE,24,13271,TRUE,24,2138,TRUE,24,1526636
"(8, 4, 1, 2, 0, 6, 5, 7, 3)",TRUE,24,116068,TRUE,24,15242,TRUE,24,3203,TRUE,24,2711460
"(3, 6, 4, 8, 2, 1, 7, 5, 0)",TRUE,24,102253,TRUE,24,13001,TRUE,24,3225,TRUE,24,2129945
"(3, 4, 7, 8, 1, 5, 6, 2, 0)",TRUE,24,109247,TRUE,24,12837,TRUE,24,678,TRUE,24,2452364
"(6, 2, 0, 4, 1, 7, 3, 5, 8)",TRUE,24,115072,TRUE,24,13248,TRUE,24,942,TRUE,24,2030670
"(4, 1, 7, 2, 3, 8, 0, 6, 5)",TRUE,24,107912,TRUE,24,13818,TRUE,24,2125,TRUE,24,1577119
"(0, 4, 2, 6, 7, 5, 1, 3, 8)",TRUE,24,102925,TRUE,24,18250,TRUE,24,2605,TRUE,24,2130751
"(4, 6, 3, 5, 2, 7, 0, 8, 1)",TRUE,24,107976,TRUE,24,13596,TRUE,24,4122,TRUE,24,1863514
"(0, 1, 8, 6, 7, 3, 5, 4, 2)",TRUE,24,113426,TRUE,24,13550,TRUE,24,1657,TRUE,24,2547153
"(8, 6, 0, 5, 4, 1, 2, 7, 3)",TRUE,24,105686,TRUE,24,17223,TRUE,24,2242,TRUE,24,1526659
"(8, 1, 7, 4, 0, 3, 5, 2, 6)",TRUE,24,121260,TRUE,24,20305,TRUE,24,1784,TRUE,24,2341124
"(3, 4, 1, 2, 7, 6, 8, 5, 0)",TRUE,24,101536,TRUE,24,12579,TRUE,24,3102,TRUE,24,1545644
"(8, 5, 4, 1, 2, 3, 6, 7, 0)",TRUE,24,104780,TRUE,24,13304,TRUE,24,1688,TRUE,24,1770256
"(0, 5, 6, 7, 1, 2, 8, 3, 4)",TRUE,24,102598,TRUE,24,13611,TRUE,24,1848,TRUE,24,2028557
"(7, 8, 4, 5, 2, 3, 1, 0, 6)",TRUE,25,131659,TRUE,25,25218,TRUE,25,3560,TRUE,25,3179188
"(6, 0, 4, 1, 5, 2, 8, 3, 7)",TRUE,25,130097,TRUE,25,25465,TRUE,25,2619,TRUE,25,4288092
"(6, 2, 5, 4, 8, 0, 1, 3, 7)",TRUE,25,129077,TRUE,25,24539,TRUE,25,2465,TRUE,25,4160665
"(3, 6, 5, 0, 4, 1, 8, 7, 2)",TRUE,25,131326,TRUE,25,24833,TRUE,25,3187,TRUE,25,4067388
"(3, 0, 5, 6, 7, 8, 2, 4, 1)",TRUE,25,137906,TRUE,25,24196,TRUE,25,2769,TRUE,25,3646413
"(3, 7, 1, 5, 8, 4, 6, 0, 2)",TRUE,25,128954,TRUE,25,25052,TRUE,25,1292,TRUE,25,3863385
"(8, 5, 3, 0, 6, 2, 1, 7, 4)",TRUE,25,138951,TRUE,25,26173,TRUE,25,3629,TRUE,25,3488668
"(4, 3, 8, 0, 6, 7, 1, 2, 5)",TRUE,25,124637,TRUE,25,24281,TRUE,25,3504,TRUE,25,3017607
"(1, 0, 5, 6, 7, 8, 2, 3, 4)",TRUE,25,138279,TRUE,25,24139,TRUE,25,2155,TRUE,25,3212831
"(1, 4, 7, 0, 3, 6, 5, 2, 8)",TRUE,25,126821,TRUE,25,25642,TRUE,25,3641,TRUE,25,3045880
"(2, 0, 6, 5, 8, 7, 4, 3, 1)",TRUE,25,141668,TRUE,25,24253,TRUE,25,3759,TRUE,25,3159091
"(6, 4, 5, 3, 8, 2, 7, 1, 0)",TRUE,26,147568,TRUE,26,27994,TRUE,26,2829,TRUE,26,4543053
"(3, 8, 2, 4, 6, 7, 0, 1, 5)",TRUE,26,140228,TRUE,26,29874,TRUE,26,6535,TRUE,26,5502841
"(0, 5, 4, 6, 1, 8, 3, 2, 7)",TRUE,26,146782,TRUE,26,28365,TRUE,26,2432,TRUE,26,4479843
"(8, 1, 6, 5, 7, 3, 2, 4, 0)",TRUE,26,153803,TRUE,26,33284,TRUE,26,5485,TRUE,26,6429308
"(3, 6, 7, 5, 8, 1, 0, 2, 4)",TRUE,26,141926,TRUE,26,28912,TRUE,26,2829,TRUE,26,6873225
"(1, 7, 0, 3, 5, 4, 2, 8, 6)",TRUE,26,144061,TRUE,26,30063,TRUE,26,3703,TRUE,26,5080573
"(7, 4, 8, 6, 5, 3, 0, 2, 1)",TRUE,26,148720,TRUE,26,28503,TRUE,26,2854,TRUE,26,4515049
"(2, 8, 1, 4, 6, 7, 3, 5, 0)",TRUE,26,151924,TRUE,26,29672,TRUE,26,4223,TRUE,26,4812963
"(8, 7, 5, 2, 1, 4, 0, 6, 3)",TRUE,26,140425,TRUE,26,29611,TRUE,26,2625,TRUE,26,4557239
"(7, 5, 4, 6, 0, 8, 2, 1, 3)",TRUE,28,175744,TRUE,28,69246,TRUE,28,7599,TRUE,28,20341885
"(1, 4, 7, 3, 8, 5, 6, 2, 0)",TRUE,28,171650,TRUE,28,54603,TRUE,28,10399,TRUE,28,14773691
